,Unnamed: 0,Brand,Category,Product Name,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,category,Polarity
825,1169,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,hestertay,mini makeup remover is good for travelling, IAR Fair,5,2019-10-31 17:39:00,no,product,1
826,1170,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,hestertay,as for the concealer it will be my first time trying it., IAR Fair,5,2019-10-31 17:39:00,no,product,0
827,1171,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tiang1990,fast delivery, IAR Light,5,2019-11-01 08:02:00,no,delivery,1
828,1172,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tiang1990,will purchase again as its cheaper then buying in outlet, IAR Light,5,2019-11-01 08:02:00,no,product,1
829,1173,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,juliannalow,items as described and came with free gifts too, IAR Fair,5,2019-11-01 20:52:00,no,kiv,
830,1174,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,juliannalow,thanks!!!!, IAR Fair,5,2019-11-01 20:52:00,no,kiv,
831,1175,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tgtjoyce,item came in bubble wrap, IAR Medium,5,2019-10-31 20:38:00,no,product,0
832,1176,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tgtjoyce,looks authentic, IAR Medium,5,2019-10-31 20:38:00,no,product,0
833,1177,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tgtjoyce,"great price, great deal.", IAR Medium,5,2019-10-31 20:38:00,no,kiv,
834,1178,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,flowerbungasg,thank you, IAR Medium,5,2019-11-05 11:56:00,no,kiv,
835,1179,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,flowerbungasg,item received in good condition, IAR Medium,5,2019-11-05 11:56:00,no,product,1
836,1180,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,flowerbungasg,will purchase again., IAR Medium,5,2019-11-05 11:56:00,no,product,1
837,1181,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,janicesmiley39,"nice, will try and see how it goes", IAR Medium,5,2019-11-03 21:38:00,no,kiv,
838,1182,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,toodlood,"items well packed and received in great condition, got free makeup removers too!", IAR Light,5,2019-11-02 19:35:00,no,kiv,
839,1183,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ylkoh,fast delivery, IAR Light,5,2019-11-02 18:46:00,no,delivery,1
840,1184,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ylkoh,will buy again, IAR Light,5,2019-11-02 18:46:00,no,product,1
841,1185,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ylkoh,came w free mini size make up remover which is good for traveling, IAR Light,5,2019-11-02 18:46:00,no,product,1
842,1187,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,priscilla_toh,"fast delivery, ordered and arrived in 2 days, can't wait to use
 came with 2 free makeup remover ðÿ’•", IAR Medium,5,2019-10-31 16:18:00,no,kiv,
843,1188,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nrlamz,fav concealer, IAR Medium,5,2019-11-07 21:39:00,no,product,1
844,1189,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cheongzena23,very fast delivery!! such a good deal with the 2 little makeup remover bottles ðÿ¤© thanks again!, IAR Medium,5,2019-10-31 15:44:00,no,kiv,
845,1190,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,gudiag,very poor level of service, IAR Fair,1,2019-11-02 12:55:00,no,product,-1
846,1191,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cmong8,ordered on 10/10 and received today, IAR Light,5,2019-10-12 14:41:00,no,kiv,
847,1192,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cmong8,was a good buy with 35% discount and didnâ€™t realise the packaging has changed, IAR Light,5,2019-10-12 14:41:00,no,kiv,
848,1193,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cmong8,will buy again when thereâ€™s promotion., IAR Light,5,2019-10-12 14:41:00,no,kiv,
849,1194,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,joaugust88,"fast delivery, item received in good condition", IAR Sand,5,2019-10-22 07:38:00,no,kiv,
850,1195,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,joaugust88,hope that it is good, IAR Sand,5,2019-10-22 07:38:00,no,product,0
851,1196,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,lamkins,fast delivery, IAR Medium,5,2019-10-14 10:54:00,no,delivery,1
852,1197,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,lamkins,good value deal, IAR Medium,5,2019-10-14 10:54:00,no,product,1
853,1198,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,lamkins,very easy and convenient to use, IAR Medium,5,2019-10-14 10:54:00,no,kiv,
854,1199,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,lamkins,full coverage, IAR Medium,5,2019-10-14 10:54:00,no,product,1
855,1200,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sixtymandy,only delivered after 18 days, IAR Light,3,2019-09-28 13:53:00,no,delivery,-1
856,1201,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sixtymandy,purchased 2 items that has free makeup remover but did not receive any, IAR Light,3,2019-09-28 13:53:00,no,kiv,
857,1202,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sixtymandy,"and it seems from the comments that some people receive it and some donâ€™t, and those who received might have ordered it later than those who havenâ€™t", IAR Light,3,2019-09-28 13:53:00,no,kiv,
858,1203,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sixtymandy,so donâ€™t harbour any expectation., IAR Light,3,2019-09-28 13:53:00,no,kiv,
859,1204,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fashion_88,ordered yesterday and received today., IAR Fair,5,2019-10-11 21:10:00,no,kiv,
860,1205,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fashion_88,super fast delivery and authentic., IAR Fair,5,2019-10-11 21:10:00,no,kiv,
861,1206,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fashion_88,bought during 10.10 ..value for money and highly recommended., IAR Fair,5,2019-10-11 21:10:00,no,product,1
862,1207,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fashion_88,cheers, IAR Fair,5,2019-10-11 21:10:00,no,kiv,
863,1208,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yulsha_,iâ€™ve been using this concealer and i really love this!! iâ€™m also surprised that it delivered the following day, IAR Honey,5,2019-10-11 09:54:00,no,kiv,
864,1209,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yipwinnie,very fast delivery, IAR Medium,5,2019-10-02 16:17:00,no,delivery,1
865,1210,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yipwinnie,ordered on 30 sep and received on 02 oct, IAR Medium,5,2019-10-02 16:17:00,no,kiv,
866,1211,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yipwinnie,however the item received is quite different from the one that i previously bought at watson, IAR Medium,5,2019-10-02 16:17:00,no,product,kiv
867,1212,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yipwinnie,wondering has they changed packaging, IAR Medium,5,2019-10-02 16:17:00,no,product,0
868,1213,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yipwinnie,hope i has not bought a fake one., IAR Medium,5,2019-10-02 16:17:00,no,product,0
869,1214,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,janleeen,really fast shipping - ordered on 10 oct and received on 12 oct, IAR Light,5,2019-10-13 01:26:00,no,delivery,1
870,1215,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yulinkoh,very fast delivery ! ! !receive in 2 days ! ! good product ! ! ! !, IAR Light,5,2019-10-03 13:41:00,no,kiv,
871,1216,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,laylawadah1212,item is properly packed with bubble wrap and is super secure, IAR Medium,5,2019-10-10 22:50:00,no,kiv,
872,1217,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,laylawadah1212,fast delivery too, IAR Medium,5,2019-10-10 22:50:00,no,delivery,1
873,1218,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,faithongyin,promo stated comes with 3 free make up remover solution and free shipping, IAR Honey,1,2019-10-13 16:20:00,no,kiv,
874,1219,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,faithongyin,however i did not receive my 3 make up remover and paid $4 shipping fee., IAR Honey,1,2019-10-13 16:20:00,no,kiv,
875,1220,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,juliyana99,received in 1 day! :), IAR Light,5,2019-10-11 22:24:00,no,delivery,1
876,1221,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,kimchichoo,"received in good condition and sealed! delivery was fast and quick, came in bubble wrapped packaging", IAR Fair,5,2019-10-04 15:29:00,no,kiv,
877,1222,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,kimchichoo,hope the colour suits me, IAR Fair,5,2019-10-04 15:29:00,no,product,0
878,1223,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sakurakate,itâ€™s the new package now, IAR Light,5,2019-10-08 10:41:00,no,kiv,
879,1224,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sakurakate,"but even if i ordered the same color code of this concealer as my previous one (light), i feel the shade has become darker, thus not as effective in concealing.", IAR Light,5,2019-10-08 10:41:00,no,kiv,
880,1225,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,norraross,fast delivery, IAR Honey,5,2019-10-03 13:34:00,no,delivery,1
881,1226,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,norraross,authentic item, IAR Honey,5,2019-10-03 13:34:00,no,product,0
882,1227,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,norraross,thank you seller., IAR Honey,5,2019-10-03 13:34:00,no,product,1
883,1228,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cheapdealhere.,fast delivery, IAR Light,5,2019-09-17 21:47:00,no,delivery,1
884,1229,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cheapdealhere.,well packed, IAR Light,5,2019-09-17 21:47:00,no,product,1
885,1230,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cheapdealhere.,thanks will ordered again, IAR Light,5,2019-09-17 21:47:00,no,product,1
886,1231,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cheapdealhere.,"sadly, i tot it's with the makeup remover thus i ordered it, as usually i will wait for sales and only pay 9.90 for 1.", IAR Light,5,2019-09-17 21:47:00,no,kiv,-1
887,1232,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,zhangshuai1212,fast delivery, IAR Sand,5,2019-10-15 21:53:00,no,delivery,1
888,1233,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,claratoh,huge fan of maybelline products! thank you for the promotion, IAR Light,5,2019-09-11 16:57:00,no,kiv,1
889,1234,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,claratoh,i swear by the maybelline age rewind concealer is the best concealer ever â¤ï¸, IAR Light,5,2019-09-11 16:57:00,no,product,1
890,1235,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,mainechongfl,delivery was fast, IAR Medium,4,2019-09-13 15:42:00,no,delivery,1
891,1236,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,mainechongfl,however it was partially my fault that thought that there is compulsory of makeup remover as free gift which is why i bought it :( sad to know that it is only for the first 100 customers, IAR Medium,4,2019-09-13 15:42:00,no,kiv,-1
892,1237,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,mainechongfl,if i know it not compulsory i wont not have got it as the shipping fee is $2ðÿ˜­ðÿ˜­ðÿ˜­, IAR Medium,4,2019-09-13 15:42:00,no,kiv,
893,1238,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,shellenchan,order received in good condition but this did not come with the 3 small bots of eye make up remover., IAR Fair,5,2019-09-23 12:18:00,no,ki\\kiv,
894,1239,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nureen14,much cheaper than in stores!, IAR Medium,5,2019-10-05 01:10:00,no,product,1
895,1240,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,chloechua14,love this concealer! very good! i will definitely repurchase again ðÿ‘ðÿ»ðÿ‘ðÿ»ðÿ‘ðÿ», IAR Light,5,2019-09-21 15:11:00,no,product,1
896,1241,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cashewrina,order received in good condition and got the right shade, IAR Honey,5,2019-09-16 18:23:00,no,product,1
897,1242,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cashewrina,delivery time was also not too long., IAR Honey,5,2019-09-16 18:23:00,no,delivery,0
898,1243,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,kohkimwa,fast delivery and received in good condition and good quality and good price, IAR Honey,5,2019-09-09 23:27:00,no,kiv,
899,1244,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,pandamandaink,did not receive free gifts, IAR Light,1,2019-09-19 22:26:00,no,product,-1
900,1245,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,hehaho,"received quickly,, in good packaging", IAR Sand,5,2019-09-05 22:52:00,no,kiv,
901,1246,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,hehaho,thank you very much., IAR Sand,5,2019-09-05 22:52:00,no,kiv,
902,1247,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,silviays,always like the maybelline concealer............................., IAR Sand,5,2019-09-04 00:20:00,no,product,1
903,1248,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,farahnxj,very fast delivery! worth the buy as it is definitely cheaper then buying in store!!!, IAR Light,5,2019-09-03 19:53:00,no,kiv,
904,1249,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,seoll,received in good condition, IAR Light,5,2019-09-05 12:28:00,no,product,1
905,1250,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,seoll,"packaging is different from what is sold in stores though, hopefully it works the same", IAR Light,5,2019-09-05 12:28:00,no,kiv,KIV
906,1251,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nursyfnh,receive it in a good condition, IAR Honey,5,2019-09-05 11:46:00,no,product,1
907,1252,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nursyfnh,fast delivery, IAR Honey,5,2019-09-05 11:46:00,no,delivery,1
908,1253,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,haniza17,"very fast shipping, thank you", IAR Light,5,2019-09-09 19:13:00,no,delivery,1
909,1254,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,haniza17,will purchase again., IAR Light,5,2019-09-09 19:13:00,no,product,1
910,1255,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,farhanaqq,did not come with the makeup remover as promised, IAR Sand,2,2019-09-22 22:13:00,no,product,-1
911,1256,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,farhanaqq,delivery also took very long, IAR Sand,2,2019-09-22 22:13:00,no,delivery,-1
912,1257,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,farhanaqq,product itself is okay, IAR Sand,2,2019-09-22 22:13:00,no,product,0
913,1258,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,potatolover000,fast delivery, IAR Honey,5,2019-09-08 07:35:00,no,delivery,1
914,1259,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,potatolover000,good product, IAR Honey,5,2019-09-08 07:35:00,no,product,1
915,1260,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,crystalco,best drugstore concealer, IAR Light,5,2019-09-02 21:25:00,no,product,1
916,1261,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,crystalco,my 5th purchase, IAR Light,5,2019-09-02 21:25:00,no,product,1
917,1262,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,crystalco,love it, IAR Light,5,2019-09-02 21:25:00,no,product,1
918,1263,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,valentiateo,"exact to the photos, the delivery was quite fast and relies were relatively fast", IAR Sand,5,2019-08-22 13:25:00,no,kiv,
919,1264,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,priyasawalani,very fast delivery and good quality, IAR Medium,5,2019-09-01 06:07:00,no,kiv,
920,1265,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,priyasawalani,properly wrapped, IAR Medium,5,2019-09-01 06:07:00,no,product,1
921,1266,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,salohcin,"local delivery was quick, received the item within 2 to 3 days", IAR Sand,5,2019-08-23 20:33:00,no,kiv,1
922,1267,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,katetsui,dcgghhagsedkrkwejsjsjwnwbsbsbsbsbshbssbsbsb, IAR Medium,5,2019-09-04 02:00:00,no,kiv,KIV
923,1268,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,evangelinelee,efficient delivery, IAR Light,5,2019-09-09 14:36:00,no,delivery,1
924,1269,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tooooods,all the concealers came in nicely packed and delivery was super quick!, IAR Sand,5,2019-08-20 21:23:00,no,kiv,1
925,1270,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ziqingx,product came in around 3 days hence the delivery was really awesome ðÿ‘ðÿ» very satisfied with the product as i am getting the same product at a cheaper price online as compared to the physical store, Light,5,2019-03-20 09:26:00,no,kiv,1
926,1271,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ziqingx,highly recommended and i would stock up the next time it is discounted, Light,5,2019-03-20 09:26:00,no,kiv,1
927,1272,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,missincredible22,"product original & good, delivery fast, just don't understand that i brought at flash sale but pay more than later promotion price", IAR Honey,5,2019-08-02 00:42:00,no,kiv,KIV
928,1273,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,wendytan128,it is exactly as described, IAR Sand,5,2019-08-29 22:39:00,no,product,1
929,1274,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,wendytan128,have been using this for some time, IAR Sand,5,2019-08-29 22:39:00,no,product,0
930,1275,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,chaintay,fast delivery and receive free make-up removers as promised.., IAR Light,5,2019-09-02 23:19:00,no,kiv,1
931,1276,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,chaintay,good!, IAR Light,5,2019-09-02 23:19:00,no,product,1
932,1277,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nurul.alia14,order yesterday received today so fast delivery, IAR Caramel,5,2019-08-20 18:43:00,no,delivery,1
933,1278,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,natalia2205,great product, IAR Caramel,5,2019-08-30 18:23:00,no,product,1
934,1279,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,melissstoh,love this concealer, Medium,5,2019-04-01 08:27:00,no,product,1
935,1280,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,melissstoh,value for money and easy application, Medium,5,2019-04-01 08:27:00,no,kiv,1
936,1281,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,melissstoh,would purchase again! thanks seller, Medium,5,2019-04-01 08:27:00,no,kiv,1
937,1282,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ngiamzeqin,"received in good condition, no damages to the packaging and products!", IAR Fair,5,2019-08-20 16:12:00,no,kiv,1
938,1283,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,wapiik,great item thank you! love the new packaging, Honey,5,2019-03-10 15:34:00,no,kiv,1
939,1284,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,wapiik,:), Honey,5,2019-03-10 15:34:00,no,product,1
940,1285,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,huiyinyin,item well received, IAR Honey,5,2019-07-28 02:48:00,no,product,1
941,1286,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,huiyinyin,delivery took 4 days, IAR Honey,5,2019-07-28 02:48:00,no,delivery,0
942,1287,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,huiyinyin,bought during flash sales, IAR Honey,5,2019-07-28 02:48:00,no,product,1
943,1288,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,huiyinyin,worth it, IAR Honey,5,2019-07-28 02:48:00,no,product,1
944,1289,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,juliannalow,fast delivery and product as expected, IAR Fair,5,2019-07-19 07:57:00,no,kiv,1
945,1290,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,juliannalow,bought during flashsale and used additional voucher., IAR Fair,5,2019-07-19 07:57:00,no,kiv,0
946,1291,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,jellypudd,"well bubble wrapped, quite efficient delivery", IAR Light,3,2019-07-05 00:18:00,no,kiv,1
947,1292,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,jellypudd,but the manufacturing date is quite old compared to the one i bought in stores months ago!, IAR Light,3,2019-07-05 00:18:00,no,product,-1
948,1293,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sitithembem,fast delivery got notife from driver also..nice package ., IAR Medium,5,2019-04-24 12:22:00,no,delivery,1
949,1294,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sitithembem,but not try yet., IAR Medium,5,2019-04-24 12:22:00,no,product,0
950,1295,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sitithembem,hopefully not to dark than my foundation......, IAR Medium,5,2019-04-24 12:22:00,no,product,0
951,1296,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sitithembem,thank you, IAR Medium,5,2019-04-24 12:22:00,no,kiv,1
952,1297,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,pockystitch,h, IAR Sand,5,2019-08-21 19:01:00,no,kiv,0
953,1298,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,xwdazzles,"speedy delivery, item came well wrapped, and received it in good condition", IAR Sand,5,2019-07-15 21:03:00,no,kiv,1
954,1300,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,vanessa2709,great coverage and the colour really matches me well, IAR Sand,5,2019-06-23 00:20:00,no,kiv,1
955,1301,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,vanessa2709,the finish is also better than i expected so overall really happy with the product! will purchase again after finishing, IAR Sand,5,2019-06-23 00:20:00,no,kiv,1
956,1302,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,chubball,bought this during promo period for $11.90, Light,5,2019-03-08 11:18:00,no,product,0
957,1303,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,chubball,"product manufactured 9months ago, and comes with a tax invoice from loreal sg (at one raffles place)", Light,5,2019-03-08 11:18:00,no,kiv,KIV
958,1304,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,chubball,good buy!, Light,5,2019-03-08 11:18:00,no,product,1
959,1305,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,shermiechay,"order received, delivery time was fine", IAR Light,5,2019-06-14 10:44:00,no,kiv,0
960,1306,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,shermiechay,didn't expect the item to be such small haha., IAR Light,5,2019-06-14 10:44:00,no,product,0
961,1308,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,chiamien98,received them well!! delivery was quite fast too! rlly nice concealer :-), IAR Sand,5,2019-08-07 08:12:00,no,kiv,1
962,1309,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,florayxng,"2nd purchase :-) love this concealer! 
 affordable during flash sales!", IAR Medium,5,2019-07-23 13:27:00,no,kiv,1
963,1310,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ferlynhew,"definitely the authentic one bcoz it's the official shop and ofc the quality is premium! been using this since last year and the coverage is really very good, just apply a little will do! â¤ï¸ðÿ¤§", IAR Medium,5,2019-05-31 19:21:00,no,kiv,1
964,1311,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,janicetanwl,very happy with the purchase, IAR Light,5,2019-07-25 04:20:00,no,product,1
965,1312,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nainiu,"super fast delivery! arrived in 3 days! super good product qualities, recent manufacturing date! love it! will order again!", IAR Light,5,2019-03-13 20:47:00,no,kiv,1
966,1313,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,simplicityisbeauty,item received in good condition, IAR Fair,2,2019-04-07 22:19:00,no,product,1
967,1314,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,simplicityisbeauty,"bought it during flash deals hence, really worth it", IAR Fair,2,2019-04-07 22:19:00,no,kiv,1
968,1315,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,simplicityisbeauty,"however, did not receive the free lipstick that is supposed to come together with this concealer", IAR Fair,2,2019-04-07 22:19:00,no,product,-1
969,1316,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,simplicityisbeauty,disappointed, IAR Fair,2,2019-04-07 22:19:00,no,product,-1
970,1317,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sherlene,received promptly in good condition with a complimentary lipstick! product was bubble wrapped nicely, IAR Fair,5,2019-03-13 19:16:00,no,kiv,1
971,1318,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sherlene,ðÿ‘ðÿ», IAR Fair,5,2019-03-13 19:16:00,no,kiv,kiv
972,1319,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nuremanina,fast delivery, IAR Light,5,2019-08-04 10:28:00,no,delivery,1
973,1320,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sg8949_97117,items came about a week after ordering, Medium,5,2019-03-17 14:32:00,no,delivery,0
974,1321,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sg8949_97117,"cheaper than in stores, so worth the buy! will order again.", Medium,5,2019-03-17 14:32:00,no,kiv,1
975,1322,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fathopes,great for concealing, Fair,5,2019-03-04 18:16:00,no,product,1
976,1323,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fathopes,i have oily skin and it works great for me, Fair,5,2019-03-04 18:16:00,no,kiv,1
977,1324,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fathopes,easy to blend and coverage is good! fast delivery by seller too., Fair,5,2019-03-04 18:16:00,no,kiv,1
978,1325,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,separatedlovex,delivery took about one week to arrive, IAR Fair,4,2019-03-22 08:18:00,no,delivery,-1
